A0JMK9	CHOYP_LOC100120677.1.1	1.90e-38
A0JMQ0	CHOYP_BOP1.1.1	0.0
A0JMY5	CHOYP_NFXL1.1.1	0.0
A0JN53	CHOYP_RPAP1.1.4	5.08e-154
A0JN80	CHOYP_DI3L1.1.1	0.0
A0JNA8	CHOYP_PAXI1.1.4	4.44e-24
A0JNA8	CHOYP_PAXI1.1.4	7.79e-124
A0JNA8	CHOYP_PAXI1.3.4	6.58e-120
A0JNA8	CHOYP_PAXI1.3.4	9.53e-48
A0JNB1	CHOYP_ZN227.1.3	2.81e-75
A0JNB1	CHOYP_ZN227.1.3	4.09e-82
A0JNB1	CHOYP_ZN227.1.3	4.64e-96
A0JNB1	CHOYP_ZN227.1.3	9.81e-92
A0JNC4	CHOYP_ELOV7.1.1	2.32e-106
A0JNG7	CHOYP_F16B1.1.1	0.0
A0JNH6	CHOYP_C102A.1.1	5.22e-117
A0JNI4	CHOYP_DAR1.4.4	4.35e-24
A0JP70	CHOYP_LOC100371299.1.1	0.0
A0JP89	CHOYP_CS066.2.3	1.90e-48
A0JPE1	CHOYP_BRAFLDRAFT_86764.1.1	4.84e-40
A0JPE1	CHOYP_LOC101067651.1.1	7.72e-43
A0JPE9	CHOYP_BRAFLDRAFT_278567.1.1	0.0
A0JPF9	CHOYP_LOC101160346.1.1	2.97e-75
A0JPH4	CHOYP_BRAFLDRAFT_118545.2.2	0.0
A0JPI9	CHOYP_BRAFLDRAFT_66304.1.3	8.14e-50
A0JPI9	CHOYP_BRAFLDRAFT_87451.2.4	4.56e-58
A0JPI9	CHOYP_LOC100005101.1.1	3.48e-49
A0JPI9	CHOYP_LOC100183078.1.1	5.51e-63
A0JPI9	CHOYP_LOC100372392.4.8	6.19e-92
A0JPI9	CHOYP_LOC100372392.5.8	2.16e-79
A0JPI9	CHOYP_LOC100372392.6.8	2.61e-73
A0JPI9	CHOYP_LOC100372392.7.8	1.28e-49
A0JPI9	CHOYP_LOC100372392.8.8	5.46e-89
A0JPI9	CHOYP_LOC582270.1.2	4.75e-51
A0JPI9	CHOYP_LOC582270.2.2	2.18e-63
A0JPI9	CHOYP_NEMVEDRAFT_V1G245744.1.1	6.26e-45
A0JPN4	CHOYP_LOC100080726.1.1	7.75e-60
A0JPP8	CHOYP_LOC100373421.1.1	5.76e-111
A0KDV2	CHOYP_MONBRDRAFT_34536.1.1	1.79e-148
A0M8U1	CHOYP_ST7.1.1	0.0
A0MGZ7	CHOYP_H6ST2.1.1	2.63e-119
A0MSJ1	CHOYP_CAS4.1.1	1.58e-23
A0MSJ1	CHOYP_CAS4.1.1	1.77e-21
A0MSJ1	CHOYP_CAS4.1.1	2.98e-21
A0MSJ1	CHOYP_CAS4.1.1	5.74e-21
A0MSJ1	CHOYP_CAS4.1.1	9.39e-23
A0MSJ1	CHOYP_contig_019571	1.15e-23
A0MSJ1	CHOYP_contig_019571	3.35e-23
A0MSJ1	CHOYP_contig_019571	4.48e-21
A0MSJ1	CHOYP_contig_019571	7.81e-21
A0MTA1	CHOYP_LOC100373457.1.1	3.49e-105
A0MZ67	CHOYP_RAN.3.3	4.99e-21
A0NGI1	CHOYP_LOC100744068.1.1	8.98e-40
A0PK84	CHOYP_ZDH14.2.2	5.14e-28
A1A4J8	CHOYP_LOC657827.1.1	9.24e-73
A1A4K8	CHOYP_BRAFLDRAFT_202693.2.4	6.61e-57
A1A4L0	CHOYP_BRAFLDRAFT_120826.1.1	4.59e-161
A1A4M4	CHOYP_TATD3.1.2	1.32e-101
A1A4M4	CHOYP_TATD3.2.2	2.16e-102
A1A4M6	CHOYP_STAR5.2.2	3.15e-55
A1A4Q2	CHOYP_LOC575671.1.1	7.51e-42
A1A4R8	CHOYP_CDC23.1.1	0.0
A1A4S6	CHOYP_LOC100749296.1.1	0.0
A1A4V9	CHOYP_LOC100376096.1.1	3.15e-54
A1A5F2	CHOYP_HTR5B.1.1	0.0
A1A5G0	CHOYP_CLAP1.2.6	0.0
A1A5G0	CHOYP_CLAP1.3.6	0.0
A1A5G0	CHOYP_CLAP1.4.6	0.0
A1A5G0	CHOYP_CLAP1.5.6	0.0
A1A5G0	CHOYP_RENT1.1.1	0.0
A1A5Q4	CHOYP_LOC100369566.1.1	0.0
A1A5S1	CHOYP_PRP6.1.2	0.0
A1A5V9	CHOYP_LOC587346.1.1	2.78e-35
A1A5X5	CHOYP_F132A.1.1	2.04e-49
A1A600	CHOYP_LOC100377113.2.3	4.35e-67
A1A600	CHOYP_LOC100377113.3.3	1.70e-69
A1BQQ5	CHOYP_LOC764722.3.3	1.55e-41
A1BQQ5	CHOYP_MR30.1.2	1.05e-45
A1BQQ5	CHOYP_MR30.2.2	1.37e-37
A1E295	CHOYP_CATB.1.2	4.66e-141
A1E295	CHOYP_CATB.2.2	7.10e-71
A1L0T3	CHOYP_BRAFLDRAFT_230523.2.3	1.09e-53
A1L0T3	CHOYP_BRAFLDRAFT_230523.2.3	6.60e-41
A1L0Y2	CHOYP_NEUL4.1.2	0.0
A1L0Y2	CHOYP_NEUL4.1.2	1.70e-86
A1L0Y2	CHOYP_NEUL4.1.2	2.94e-59
A1L0Y2	CHOYP_NEUL4.1.2	3.01e-40
A1L0Y2	CHOYP_NEUL4.1.2	3.03e-74
A1L0Y2	CHOYP_NEUL4.1.2	3.45e-50
A1L0Y2	CHOYP_NEUL4.1.2	3.98e-49
A1L0Y2	CHOYP_NEUL4.1.2	4.14e-141
A1L0Y2	CHOYP_NEUL4.1.2	4.24e-93
A1L0Y2	CHOYP_NEUL4.1.2	4.97e-36
A1L0Y2	CHOYP_NEUL4.1.2	5.45e-123
A1L0Y2	CHOYP_NEUL4.1.2	9.36e-28
A1L0Y2	CHOYP_NEUL4.2.2	0.0
A1L0Y2	CHOYP_NEUL4.2.2	0.0
A1L0Y2	CHOYP_NEUL4.2.2	3.80e-153
A1L1F6	CHOYP_INO80D.1.1	3.17e-34
A1L1F6	CHOYP_INO80D.1.1	4.82e-34
A1L1R5	CHOYP_LOC100890521.1.1	2.19e-115
A1L1V4	CHOYP_LOC100876792.1.1	2.74e-88
A1L1W9	CHOYP_BRAFLDRAFT_120361.1.1	7.64e-59
A1L1W9	CHOYP_MOT10.1.1	3.90e-128
A1L237	CHOYP_ENDUA.1.1	5.74e-61
A1L243	CHOYP_MESD.1.1	2.14e-72
A1L252	CHOYP_RANB9.1.2	0.0
A1L252	CHOYP_RANB9.2.2	0.0
A1L253	CHOYP_BRAFLDRAFT_130640.1.1	2.76e-39
A1L258	CHOYP_LOC100367659.1.1	0.0
A1L259	CHOYP_BRAFLDRAFT_276474.1.1	2.20e-58
A1L271	CHOYP_LOC100368053.1.1	0.0
A1L2F3	CHOYP_NSAPB.1.2	5.17e-27
A1L2I9	CHOYP_LOC100559294.1.1	6.10e-98
A1L2T6	CHOYP_LOC100555739.1.1	8.62e-33
A1L2Y1	CHOYP_UCP2.3.3	2.43e-25
A1L3G4	CHOYP_TM241.1.1	1.05e-48
A1L4H1	CHOYP_BRAFLDRAFT_68917.2.3	1.03e-24
A1L4H1	CHOYP_BRAFLDRAFT_68917.2.3	3.30e-29
A1L4H1	CHOYP_BRAFLDRAFT_68917.2.3	8.81e-23
A1L4H1	CHOYP_BRAFLDRAFT_68917.2.3	8.88e-22
A1L4H1	CHOYP_LOC100888203.1.1	1.03e-25
A1L4H1	CHOYP_LOC100888203.1.1	2.92e-25
A1L4H1	CHOYP_LOC757271.1.2	3.50e-28
A1L4H1	CHOYP_LOC757271.1.2	5.69e-21
A1L4H1	CHOYP_LOC757271.1.2	8.00e-21
A1L4H1	CHOYP_LOC762897.2.3	2.73e-39
A1X283	CHOYP_SPD2B.1.1	4.10e-30
A1XBS5	CHOYP_LOC100879052.1.1	7.12e-50
A1XQX0	CHOYP_NR1AA.1.1	1.45e-84
A1XQX0	CHOYP_NR1AA.1.1	1.52e-57
A1XQX0	CHOYP_NR1AA.1.1	2.63e-33
A1Z713	CHOYP_LOC100644563.1.1	0.0
A1Z7A6	CHOYP_LOC100883206.1.1	1.99e-35
A1Z7K9	CHOYP_PAN2.1.1	0.0
A1Z7T0	CHOYP_LOC582022.1.1	0.0
A1Z9X0	CHOYP_LOC100533284.2.2	1.99e-114
A1Z9X0	CHOYP_LOC100533284.2.2	4.91e-79
A1ZAX0	CHOYP_PHUM_PHUM579960.1.1	7.64e-64
A1ZAY1	CHOYP_LOC659521.1.1	2.99e-54
A2A3L6	CHOYP_BRAFLDRAFT_71030.1.1	8.04e-53
A2A3L6	CHOYP_RL10.1.3	3.55e-53
A2A7Y5	CHOYP_MIIP.1.1	1.14e-21
A2A870	CHOYP_BRAFLDRAFT_64593.1.1	1.41e-67
A2A9C3	CHOYP_SZT2.1.1	0.0
A2A9C3	CHOYP_SZT2.1.1	0.0
A2AAE1	CHOYP_K1109.1.1	0.0
A2AAE1	CHOYP_LOC100166052.1.1	0.0
A2AAE1	CHOYP_LOC100166052.1.1	2.80e-23
A2AAE1	CHOYP_LOC100748709.1.1	0.0
A2AAY5	CHOYP_LOC100703439.1.1	1.11e-111
A2AG06	CHOYP_PHUM_PHUM002690.1.1	1.19e-57
A2AGA4	CHOYP_BRAFLDRAFT_113602.1.1	1.72e-52
A2AHL1	CHOYP_TMEM16.2.2	0.0
A2AIV2	CHOYP_VIR.1.1	1.84e-179
A2AIV2	CHOYP_VIR.1.1	2.42e-27
A2AJ76	CHOYP_BRAFLDRAFT_233007.1.1	1.07e-32
A2AJ76	CHOYP_BRAFLDRAFT_233007.1.1	1.14e-26
A2AJ76	CHOYP_CNTN6.1.2	1.42e-23
A2AJ76	CHOYP_HMCN1.13.44	1.16e-21
A2AJ76	CHOYP_HMCN1.13.44	1.39e-24
A2AJ76	CHOYP_HMCN2.5.12	1.02e-75
A2AJ76	CHOYP_HMCN2.5.12	1.68e-47
A2AJ76	CHOYP_HMCN2.5.12	2.02e-69
A2AJ76	CHOYP_HMCN2.5.12	3.41e-79
A2AJ76	CHOYP_HMCN2.5.12	4.13e-73
A2AJ76	CHOYP_HMCN2.5.12	4.42e-79
A2AJ76	CHOYP_HMCN2.5.12	4.52e-65
A2AJ76	CHOYP_HMCN2.5.12	5.88e-84
A2AJ76	CHOYP_HMCN2.5.12	6.40e-63
A2AJ76	CHOYP_HMCN2.5.12	6.79e-69
A2AJ76	CHOYP_HMCN2.5.12	7.30e-99
A2AJ76	CHOYP_HMCN2.5.12	8.37e-64
A2AJ76	CHOYP_HMCN2.8.12	1.04e-49
A2AJ76	CHOYP_HMCN2.8.12	1.49e-53
A2AJ76	CHOYP_HMCN2.8.12	1.94e-60
A2AJ76	CHOYP_HMCN2.8.12	2.13e-49
A2AJ76	CHOYP_HMCN2.8.12	2.71e-41
A2AJ76	CHOYP_HMCN2.8.12	2.93e-57
A2AJ76	CHOYP_HMCN2.8.12	5.15e-50
A2AJ76	CHOYP_HMCN2.8.12	5.24e-68
A2AJ76	CHOYP_HMCN2.8.12	7.53e-57
A2AJ76	CHOYP_HMCN2.8.12	7.73e-77
A2AJ76	CHOYP_HMCN2.8.12	8.81e-58
A2AJ76	CHOYP_LOC100313665.1.2	3.44e-30
A2AJ76	CHOYP_LOC100313665.1.2	8.11e-21
A2AJ76	CHOYP_LOC100313665.1.2	8.83e-21
A2AJ76	CHOYP_LOC100880815.6.7	1.23e-25
A2AJ76	CHOYP_LOC100880815.6.7	1.76e-21
A2AJ76	CHOYP_LOC100880815.7.7	3.61e-23
A2AJ76	CHOYP_LOC100880815.7.7	4.90e-24
A2AJ88	CHOYP_LOC100698638.1.1	0.0
A2AJ88	CHOYP_PNPLA7.1.1	2.75e-24
A2AJL3	CHOYP_FGGY.1.1	0.0
A2AJX4	CHOYP_LOC580670.1.6	1.17e-71
A2AJX4	CHOYP_LOC580670.1.6	2.17e-130
A2AJX4	CHOYP_LOC580670.1.6	4.05e-65
A2AJX4	CHOYP_LOC580670.1.6	5.61e-55
A2AKX3	CHOYP_SETX.1.1	1.16e-85
A2AL36	CHOYP_CNTRL.1.1	1.36e-74
A2AL36	CHOYP_CNTRL.1.1	2.47e-135
A2ALS5	CHOYP_LOC100889245.1.2	3.52e-129
A2ALV5	CHOYP_LOC100923236.1.1	7.03e-28
A2AM05	CHOYP_LOC100377658.1.1	1.50e-119
A2AQ19	CHOYP_RTF1.1.1	2.01e-161
A2ARZ3	CHOYP_LRRX1.9.11	3.37e-22
A2AS55	CHOYP_LOC100888817.1.1	4.76e-84
A2ASS6	CHOYP_LOC100169177.1.1	1.06e-62
A2ASS6	CHOYP_LOC100169177.1.1	1.07e-36
A2ASS6	CHOYP_LOC100169177.1.1	1.10e-85
A2ASS6	CHOYP_LOC100169177.1.1	1.13e-23
A2ASS6	CHOYP_LOC100169177.1.1	1.20e-81
A2ASS6	CHOYP_LOC100169177.1.1	1.26e-21
A2ASS6	CHOYP_LOC100169177.1.1	1.39e-106
A2ASS6	CHOYP_LOC100169177.1.1	1.44e-90
A2ASS6	CHOYP_LOC100169177.1.1	1.48e-30
A2ASS6	CHOYP_LOC100169177.1.1	1.49e-55
A2ASS6	CHOYP_LOC100169177.1.1	1.51e-75
A2ASS6	CHOYP_LOC100169177.1.1	1.53e-73
A2ASS6	CHOYP_LOC100169177.1.1	1.67e-22
A2ASS6	CHOYP_LOC100169177.1.1	1.83e-74
A2ASS6	CHOYP_LOC100169177.1.1	1.93e-61
A2ASS6	CHOYP_LOC100169177.1.1	1.94e-34
A2ASS6	CHOYP_LOC100169177.1.1	1.94e-44
A2ASS6	CHOYP_LOC100169177.1.1	2.02e-43
A2ASS6	CHOYP_LOC100169177.1.1	2.32e-23
A2ASS6	CHOYP_LOC100169177.1.1	2.82e-41
A2ASS6	CHOYP_LOC100169177.1.1	2.91e-23
A2ASS6	CHOYP_LOC100169177.1.1	2.95e-89
A2ASS6	CHOYP_LOC100169177.1.1	3.09e-69
A2ASS6	CHOYP_LOC100169177.1.1	3.44e-22
A2ASS6	CHOYP_LOC100169177.1.1	3.67e-87
A2ASS6	CHOYP_LOC100169177.1.1	4.90e-24
A2ASS6	CHOYP_LOC100169177.1.1	5.04e-108
A2ASS6	CHOYP_LOC100169177.1.1	5.09e-40
A2ASS6	CHOYP_LOC100169177.1.1	5.12e-25
A2ASS6	CHOYP_LOC100169177.1.1	5.19e-23
A2ASS6	CHOYP_LOC100169177.1.1	5.48e-21
A2ASS6	CHOYP_LOC100169177.1.1	6.09e-56
A2ASS6	CHOYP_LOC100169177.1.1	7.05e-26
A2ASS6	CHOYP_LOC100169177.1.1	7.17e-88
A2ASS6	CHOYP_LOC100169177.1.1	7.25e-27
A2ASS6	CHOYP_LOC100169177.1.1	7.37e-23
A2ASS6	CHOYP_LOC100169177.1.1	7.76e-93
A2ASS6	CHOYP_LOC100169177.1.1	7.85e-50
A2ASS6	CHOYP_LOC100169177.1.1	8.07e-26
A2ASS6	CHOYP_LOC100169177.1.1	8.70e-26
A2ASS6	CHOYP_LOC100367089.1.4	0.0
A2ASS6	CHOYP_LOC100367089.1.4	1.01e-100
A2ASS6	CHOYP_LOC100367089.1.4	1.01e-25
A2ASS6	CHOYP_LOC100367089.1.4	1.01e-63
A2ASS6	CHOYP_LOC100367089.1.4	1.01e-82
A2ASS6	CHOYP_LOC100367089.1.4	1.02e-29
A2ASS6	CHOYP_LOC100367089.1.4	1.02e-52
A2ASS6	CHOYP_LOC100367089.1.4	1.04e-23
A2ASS6	CHOYP_LOC100367089.1.4	1.04e-62
A2ASS6	CHOYP_LOC100367089.1.4	1.04e-70
A2ASS6	CHOYP_LOC100367089.1.4	1.06e-80
A2ASS6	CHOYP_LOC100367089.1.4	1.07e-69
A2ASS6	CHOYP_LOC100367089.1.4	1.08e-93
A2ASS6	CHOYP_LOC100367089.1.4	1.09e-21
A2ASS6	CHOYP_LOC100367089.1.4	1.09e-68
A2ASS6	CHOYP_LOC100367089.1.4	1.11e-25
A2ASS6	CHOYP_LOC100367089.1.4	1.11e-48
A2ASS6	CHOYP_LOC100367089.1.4	1.16e-24
A2ASS6	CHOYP_LOC100367089.1.4	1.16e-71
A2ASS6	CHOYP_LOC100367089.1.4	1.19e-36
A2ASS6	CHOYP_LOC100367089.1.4	1.20e-76
A2ASS6	CHOYP_LOC100367089.1.4	1.22e-53
A2ASS6	CHOYP_LOC100367089.1.4	1.23e-43
A2ASS6	CHOYP_LOC100367089.1.4	1.23e-60
A2ASS6	CHOYP_LOC100367089.1.4	1.23e-74
A2ASS6	CHOYP_LOC100367089.1.4	1.23e-93
A2ASS6	CHOYP_LOC100367089.1.4	1.27e-92
A2ASS6	CHOYP_LOC100367089.1.4	1.33e-39
A2ASS6	CHOYP_LOC100367089.1.4	1.33e-41
A2ASS6	CHOYP_LOC100367089.1.4	1.36e-21
A2ASS6	CHOYP_LOC100367089.1.4	1.36e-26
A2ASS6	CHOYP_LOC100367089.1.4	1.36e-68
A2ASS6	CHOYP_LOC100367089.1.4	1.36e-81
A2ASS6	CHOYP_LOC100367089.1.4	1.40e-30
A2ASS6	CHOYP_LOC100367089.1.4	1.43e-33
A2ASS6	CHOYP_LOC100367089.1.4	1.44e-23
A2ASS6	CHOYP_LOC100367089.1.4	1.45e-21
A2ASS6	CHOYP_LOC100367089.1.4	1.45e-26
A2ASS6	CHOYP_LOC100367089.1.4	1.46e-45
A2ASS6	CHOYP_LOC100367089.1.4	1.52e-85
A2ASS6	CHOYP_LOC100367089.1.4	1.54e-56
A2ASS6	CHOYP_LOC100367089.1.4	1.57e-74
A2ASS6	CHOYP_LOC100367089.1.4	1.58e-23
A2ASS6	CHOYP_LOC100367089.1.4	1.62e-65
A2ASS6	CHOYP_LOC100367089.1.4	1.63e-42
A2ASS6	CHOYP_LOC100367089.1.4	1.63e-61
A2ASS6	CHOYP_LOC100367089.1.4	1.67e-22
A2ASS6	CHOYP_LOC100367089.1.4	1.67e-27
A2ASS6	CHOYP_LOC100367089.1.4	1.68e-65
A2ASS6	CHOYP_LOC100367089.1.4	1.68e-85
A2ASS6	CHOYP_LOC100367089.1.4	1.70e-46
A2ASS6	CHOYP_LOC100367089.1.4	1.70e-89
A2ASS6	CHOYP_LOC100367089.1.4	1.72e-77
A2ASS6	CHOYP_LOC100367089.1.4	1.77e-33
